Total amount Withdrawn,No Of Withdrawals
812100.0,148.0
703700.0,108.0
296300.0,68.0
331000.0,60.0
652400.0,181.0
566659.0,130.0
187500.0,85.0
350500.0,98.0
202500.0,48.0
400300.0,130.0
566659.0,130.0
164400.0,93.0
18000.0,4.0
120900.0,54.0
666700.0,165.0
759800.0,162.0
989800.0,212.0
233600.0,40.0
228600.0,48.0
399700.0,121.0
331200.0,121.0
102400.0,28.0
28400.0,13.0
209200.0,34.0
434200.0,136.0
647600.0,163.0
573400.0,106.0
199900.0,59.0
229900.0,60.0
591800.0,135.0
616100.0,144.0
695100.0,84.0
13700.0,11.0
323300.0,46.0
527500.0,141.0
214114.0,50.0
661300.0,135.0
137000.0,37.0
493500.0,107.0
470100.0,150.0
214114.0,50.0
316400.0,120.0
484100.0,123.0
744100.0,109.0
632800.0,142.0
601500.0,132.0
366500.0,68.0
156600.0,44.0
20000.0,5.0
224900.0,51.0
180755.0,42.0
710300.0,160.0
324000.0,126.0
293200.0,43.0
570300.0,160.0
599635.0,103.0
1010700.0,149.0
81600.0,40.0
443800.0,85.0
408654.0,112.0
742200.0,137.0
737000.0,97.0
324900.0,52.0
307200.0,46.0
391200.0,90.0
638600.0,164.0
816000.0,158.0
57900.0,16.0
46800.0,9.0
340400.0,102.0
180755.0,42.0
626200.0,121.0
738700.0,119.0
2600.0,3.0
562800.0,167.0
501800.0,98.0
280000.0,63.0
3500.0,1.0
244300.0,38.0
508100.0,126.0
606538.0,124.0
180755.0,42.0
594700.0,109.0
278342.0,54.0
443800.0,106.0
1165100.0,201.0
217000.0,32.0
138000.0,38.0
278342.0,54.0
502100.0,120.0
606538.0,124.0
336900.0,70.0
17000.0,7.0
315400.0,61.0
439200.0,96.0
444600.0,82.0
626700.0,80.0
523500.0,87.0
278342.0,54.0
646700.0,126.0
309700.0,54.0
436900.0,89.0
57800.0,15.0
278342.0,54.0
408654.0,112.0
606538.0,124.0
599635.0,103.0
180755.0,42.0
268300.0,46.0
493800.0,152.0
513300.0,134.0
834400.0,155.0
281500.0,111.0
214500.0,53.0
454700.0,135.0
754200.0,153.0
969100.0,156.0
257100.0,64.0
143700.0,33.0
580700.0,140.0
602200.0,127.0
635200.0,116.0
210500.0,34.0
400400.0,69.0
501400.0,130.0
569800.0,121.0
599900.0,85.0
317200.0,48.0
498900.0,109.0
398100.0,117.0
180755.0,42.0
729700.0,140.0
770500.0,107.0
608700.0,125.0
441200.0,119.0
599635.0,103.0
180755.0,42.0
462500.0,103.0
141800.0,31.0
273000.0,101.0
180755.0,42.0
611800.0,125.0
1052100.0,156.0
221200.0,82.0
605700.0,150.0
308500.0,107.0
497400.0,127.0
191500.0,62.0
328800.0,86.0
558400.0,134.0
740600.0,146.0
736200.0,118.0
265600.0,54.0
267800.0,63.0
467500.0,127.0
650000.0,129.0
489600.0,73.0
191300.0,48.0
416000.0,71.0
453900.0,143.0
505900.0,104.0
505200.0,83.0
43200.0,22.0
240200.0,50.0
53800.0,26.0
180755.0,42.0
675900.0,117.0
761000.0,107.0
278342.0,54.0
222900.0,99.0
180755.0,42.0
103100.0,26.0
889900.0,179.0
124800.0,35.0
384700.0,124.0
606538.0,124.0
180755.0,42.0
50500.0,18.0
96700.0,13.0
240300.0,105.0
606538.0,124.0
599635.0,103.0
180755.0,42.0
330000.0,36.0
173100.0,55.0
592600.0,137.0
975500.0,154.0
83100.0,19.0
191400.0,48.0
408654.0,112.0
599635.0,103.0
424900.0,109.0
103000.0,40.0
380400.0,79.0
82200.0,38.0
713100.0,134.0
715100.0,107.0
229800.0,45.0
690000.0,94.0
427400.0,105.0
662700.0,142.0
1000.0,3.0
237100.0,45.0
74400.0,23.0
466400.0,115.0
577131.0,118.0
590962.0,104.0
183741.0,42.0
95400.0,22.0
588600.0,134.0
731100.0,147.0
851500.0,123.0
772100.0,149.0
348600.0,73.0
345000.0,113.0
800300.0,135.0
977200.0,184.0
462700.0,106.0
288400.0,35.0
480600.0,111.0
577131.0,118.0
125100.0,36.0
240100.0,47.0
281800.0,53.0
312600.0,80.0
590962.0,104.0
672300.0,129.0
42500.0,18.0
288490.0,46.0
661600.0,160.0
754300.0,130.0
508000.0,110.0
145500.0,19.0
395600.0,57.0
458900.0,92.0
1007800.0,187.0
610400.0,105.0
80500.0,20.0
288490.0,46.0
229200.0,63.0
871300.0,148.0
208600.0,38.0
374000.0,87.0
288490.0,46.0
620600.0,175.0
778900.0,163.0
221800.0,33.0
375000.0,89.0
475400.0,77.0
316100.0,102.0
639300.0,140.0
550500.0,84.0
210000.0,39.0
288490.0,46.0
397000.0,100.0
2000.0,1.0
587800.0,97.0
161200.0,36.0
288490.0,46.0
414886.0,111.0
577131.0,118.0
590962.0,104.0
183741.0,42.0
475800.0,71.0
654800.0,142.0
1005600.0,185.0
782100.0,132.0
89900.0,29.0
288490.0,46.0
144600.0,45.0
183741.0,42.0
348300.0,147.0
169500.0,31.0
96800.0,16.0
414886.0,111.0
590962.0,104.0
905000.0,186.0
60000.0,14.0
405900.0,62.0
452700.0,112.0
882500.0,161.0
865000.0,147.0
61700.0,30.0
302400.0,69.0
376800.0,118.0
183741.0,42.0
900.0,4.0
349300.0,100.0
441700.0,63.0
643300.0,152.0
351700.0,99.0
588400.0,96.0
60000.0,16.0
405200.0,50.0
516400.0,140.0
183741.0,42.0
529200.0,100.0
329400.0,60.0
203400.0,27.0
442300.0,133.0
629900.0,149.0
835800.0,130.0
60000.0,27.0
288490.0,46.0
276400.0,99.0
590962.0,104.0
63200.0,12.0
43500.0,18.0
288490.0,46.0
547900.0,134.0
451100.0,89.0
459000.0,77.0
181300.0,21.0
288490.0,46.0
448100.0,132.0
710700.0,119.0
559000.0,110.0
304100.0,76.0
288490.0,46.0
75200.0,23.0
590962.0,104.0
318000.0,93.0
35000.0,13.0
140700.0,31.0
236100.0,49.0
183741.0,42.0
533900.0,108.0
549900.0,81.0
238400.0,28.0
438700.0,125.0
183741.0,42.0
470600.0,102.0
1030800.0,198.0
155900.0,27.0
381400.0,133.0
446800.0,103.0
838800.0,131.0
135500.0,26.0
425600.0,69.0
305200.0,100.0
328000.0,86.0
495200.0,98.0
114200.0,43.0
233700.0,35.0
306300.0,101.0
772700.0,142.0
886600.0,158.0
33500.0,6.0
284700.0,38.0
494000.0,135.0
577131.0,118.0
183741.0,42.0
803400.0,143.0
117700.0,31.0
610000.0,122.0
224929.0,48.0
682100.0,136.0
455700.0,85.0
284800.0,62.0
568500.0,152.0
568041.0,100.0
875100.0,186.0
668200.0,184.0
583000.0,100.0
628700.0,168.0
963200.0,150.0
867000.0,135.0
369200.0,82.0
182800.0,39.0
487100.0,121.0
591300.0,132.0
875100.0,123.0
517100.0,84.0
164900.0,22.0
212700.0,53.0
224929.0,48.0
521000.0,92.0
706600.0,89.0
162919.0,32.0
670700.0,173.0
644500.0,165.0
644500.0,126.0
60600.0,11.0
151000.0,38.0
160000.0,60.0
765800.0,164.0
673900.0,98.0
531000.0,84.0
19300.0,17.0
469300.0,109.0
994300.0,172.0
198800.0,39.0
317800.0,62.0
162919.0,32.0
512200.0,160.0
1125600.0,188.0
46300.0,15.0
221000.0,54.0
162919.0,32.0
527600.0,132.0
90800.0,17.0
503800.0,73.0
532500.0,77.0
162919.0,32.0
654300.0,141.0
760900.0,154.0
527500.0,107.0
241600.0,40.0
162919.0,32.0
438390.0,115.0
578226.0,119.0
568041.0,100.0
224929.0,48.0
184600.0,34.0
350300.0,106.0
602200.0,152.0
262000.0,52.0
94600.0,26.0
80300.0,14.0
426100.0,110.0
388300.0,90.0
409800.0,67.0
81600.0,23.0
162919.0,32.0
243900.0,86.0
578226.0,119.0
224929.0,48.0
601500.0,151.0
162919.0,32.0
439100.0,124.0
578226.0,119.0
224929.0,48.0
546000.0,134.0
51700.0,8.0
452900.0,124.0
224929.0,48.0
374800.0,93.0
603100.0,130.0
218300.0,35.0
376700.0,100.0
553800.0,134.0
888300.0,143.0
18600.0,18.0
83800.0,13.0
413500.0,129.0
652900.0,124.0
210100.0,69.0
1200.0,2.0
115300.0,28.0
597600.0,154.0
607800.0,144.0
599700.0,99.0
55600.0,22.0
198200.0,38.0
438390.0,115.0
667700.0,164.0
797600.0,137.0
5900.0,8.0
90500.0,15.0
209700.0,51.0
225800.0,53.0
421300.0,106.0
1000.0,1.0
162919.0,32.0
342000.0,89.0
207900.0,48.0
793400.0,121.0
87500.0,36.0
162919.0,32.0
475200.0,85.0
61600.0,12.0
613600.0,132.0
304000.0,75.0
162919.0,32.0
456400.0,127.0
295400.0,64.0
794100.0,110.0
256500.0,46.0
162919.0,32.0
337600.0,118.0
567800.0,105.0
1034500.0,155.0
172500.0,36.0
162919.0,32.0
321300.0,86.0
494200.0,101.0
484500.0,77.0
185500.0,47.0
162919.0,32.0
294200.0,79.0
224929.0,48.0
416800.0,100.0
796800.0,137.0
162919.0,32.0
485800.0,125.0
578226.0,119.0
224929.0,48.0
435800.0,90.0
80500.0,18.0
434900.0,107.0
224929.0,48.0
669500.0,124.0
652300.0,96.0
162919.0,32.0
555000.0,142.0
224929.0,48.0
811000.0,158.0
29600.0,16.0
76700.0,27.0
596600.0,143.0
653146.0,132.0
547404.0,92.0
144817.0,32.0
65200.0,12.0
295100.0,84.0
1011500.0,178.0
648400.0,106.0
122200.0,29.0
489400.0,79.0
594300.0,156.0
421000.0,119.0
388400.0,110.0
444100.0,120.0
499600.0,81.0
574500.0,134.0
653146.0,132.0
278700.0,65.0
200900.0,34.0
69300.0,12.0
258800.0,68.0
144817.0,32.0
633800.0,141.0
853400.0,143.0
21900.0,4.0
627500.0,150.0
193100.0,48.0
848900.0,132.0
700.0,2.0
332300.0,51.0
424193.0,113.0
653146.0,132.0
593800.0,90.0
52500.0,13.0
577600.0,84.0
607300.0,169.0
653146.0,132.0
302000.0,53.0
513000.0,134.0
291374.0,52.0
639700.0,147.0
653146.0,132.0
219700.0,31.0
154000.0,39.0
464500.0,67.0
633100.0,137.0
997400.0,178.0
914600.0,111.0
335900.0,45.0
291374.0,52.0
576800.0,156.0
535000.0,138.0
182800.0,48.0
67200.0,21.0
291374.0,52.0
424193.0,113.0
653146.0,132.0
547404.0,92.0
144817.0,32.0
220200.0,41.0
431800.0,124.0
663800.0,144.0
528900.0,96.0
133000.0,27.0
301600.0,51.0
436200.0,104.0
718800.0,136.0
277200.0,41.0
28000.0,5.0
276800.0,63.0
499300.0,131.0
743600.0,138.0
291500.0,47.0
50800.0,10.0
387600.0,71.0
386200.0,117.0
869500.0,175.0
574600.0,89.0
181400.0,20.0
267300.0,58.0
371300.0,114.0
538400.0,103.0
895100.0,109.0
93500.0,29.0
317000.0,50.0
312900.0,119.0
765500.0,149.0
712500.0,132.0
84000.0,6.0
311600.0,52.0
368400.0,127.0
144817.0,32.0
615500.0,124.0
517300.0,139.0
457200.0,75.0
345500.0,103.0
144817.0,32.0
762800.0,137.0
580700.0,83.0
194900.0,43.0
418400.0,112.0
144817.0,32.0
564800.0,121.0
576100.0,93.0
120600.0,22.0
470600.0,114.0
144817.0,32.0
605100.0,101.0
752700.0,124.0
187500.0,46.0
440000.0,116.0
144817.0,32.0
612800.0,125.0
621100.0,108.0
217800.0,45.0
302900.0,90.0
144817.0,32.0
681600.0,135.0
684300.0,99.0
230400.0,51.0
191000.0,62.0
862300.0,140.0
533800.0,90.0
100000.0,22.0
170700.0,51.0
384400.0,119.0
144817.0,32.0
447200.0,122.0
615800.0,145.0
688600.0,110.0
354500.0,92.0
144817.0,32.0
614600.0,125.0
103500.0,25.0
148300.0,23.0
258200.0,66.0
519400.0,125.0
666600.0,101.0
43000.0,15.0
211200.0,36.0
398300.0,96.0
649100.0,129.0
675500.0,97.0
2500.0,1.0
561300.0,98.0
103800.0,27.0
144817.0,32.0
648900.0,136.0
489400.0,69.0
69700.0,19.0
494700.0,131.0
371239.0,78.0
795700.0,169.0
912200.0,138.0
58600.0,9.0
227800.0,69.0
371239.0,78.0
581000.0,134.0
820500.0,155.0
699100.0,110.0
415300.0,134.0
876700.0,202.0
149500.0,48.0
29800.0,8.0
243800.0,42.0
421300.0,122.0
455200.0,104.0
540100.0,77.0
313600.0,69.0
626400.0,115.0
294300.0,87.0
371239.0,78.0
865900.0,155.0
202100.0,50.0
261717.0,44.0
488800.0,127.0
371239.0,78.0
411600.0,65.0
773500.0,129.0
261717.0,44.0
289400.0,79.0
340333.0,63.0
762700.0,184.0
252000.0,66.0
150800.0,19.0
450400.0,145.0
622081.0,135.0
305600.0,71.0
452000.0,155.0
2200.0,5.0
306500.0,98.0
340333.0,63.0
817600.0,133.0
605100.0,88.0
555600.0,85.0
189900.0,95.0
1132900.0,208.0
768600.0,112.0
785800.0,114.0
51700.0,14.0
381000.0,113.0
545700.0,107.0
405800.0,85.0
222800.0,40.0
9400.0,8.0
299368.0,90.0
371239.0,78.0
2600.0,3.0
5600.0,13.0
261717.0,44.0
268800.0,78.0
1031200.0,227.0
36600.0,15.0
500.0,1.0
261717.0,44.0
516300.0,134.0
622081.0,135.0
371239.0,78.0
14700.0,2.0
261717.0,44.0
425400.0,133.0
371239.0,78.0
783700.0,152.0
292500.0,62.0
261717.0,44.0
241800.0,67.0
371239.0,78.0
780300.0,132.0
230200.0,48.0
261717.0,44.0
32700.0,8.0
434200.0,123.0
21100.0,6.0
98000.0,38.0
159300.0,34.0
315400.0,81.0
622081.0,135.0
193600.0,52.0
420400.0,86.0
431800.0,74.0
322500.0,90.0
961200.0,195.0
629600.0,108.0
481900.0,91.0
308700.0,55.0
327800.0,100.0
818800.0,163.0
458700.0,86.0
419000.0,91.0
19700.0,7.0
113500.0,47.0
593300.0,168.0
221600.0,47.0
45500.0,19.0
300100.0,54.0
202300.0,68.0
665300.0,138.0
275400.0,57.0
440100.0,78.0
378200.0,49.0
41800.0,24.0
735500.0,147.0
478500.0,98.0
455000.0,115.0
81500.0,25.0
299368.0,90.0
98400.0,72.0
145600.0,36.0
473000.0,119.0
356700.0,49.0
299368.0,90.0
535600.0,128.0
351800.0,64.0
935500.0,156.0
270800.0,35.0
299368.0,90.0
360400.0,117.0
280600.0,41.0
501000.0,106.0
395200.0,72.0
299368.0,90.0
626700.0,138.0
154900.0,27.0
218500.0,35.0
308700.0,42.0
299368.0,90.0
264300.0,67.0
228100.0,32.0
26000.0,14.0
336900.0,55.0
197100.0,67.0
460100.0,100.0
292000.0,50.0
155000.0,38.0
204600.0,39.0
192600.0,46.0
622081.0,135.0
340333.0,63.0
638000.0,120.0
261717.0,44.0
326800.0,107.0
340333.0,63.0
399600.0,109.0
570000.0,157.0
53900.0,12.0
390700.0,85.0
199300.0,46.0
541200.0,118.0
1082600.0,206.0
256300.0,41.0
252600.0,70.0
579000.0,116.0
572100.0,74.0
143000.0,34.0
355300.0,57.0
479400.0,109.0
628200.0,146.0
784200.0,115.0
120000.0,32.0
120200.0,37.0
10700.0,10.0
608152.0,126.0
199300.0,46.0
898800.0,150.0
432900.0,87.0
458600.0,148.0
4500.0,4.0
20400.0,2.0
35500.0,18.0
268422.0,47.0
697100.0,163.0
199300.0,46.0
919000.0,181.0
324500.0,72.0
240200.0,47.0
232600.0,49.0
1062900.0,189.0
581700.0,116.0
500.0,1.0
172600.0,29.0
492700.0,125.0
301000.0,55.0
176300.0,44.0
252000.0,47.0
132900.0,28.0
659200.0,153.0
331300.0,58.0
879900.0,162.0
367500.0,80.0
529900.0,98.0
161500.0,60.0
781600.0,149.0
743400.0,110.0
301500.0,68.0
77300.0,10.0
334400.0,109.0
966400.0,233.0
242400.0,40.0
180300.0,51.0
24000.0,12.0
401483.0,115.0
608152.0,126.0
199300.0,46.0
8900.0,7.0
162400.0,23.0
433500.0,138.0
331300.0,58.0
929500.0,175.0
448000.0,99.0
206800.0,51.0
415500.0,133.0
385000.0,110.0
257300.0,45.0
326500.0,91.0
200500.0,38.0
383700.0,150.0
456600.0,115.0
300.0,1.0
3500.0,2.0
388300.0,53.0
477000.0,126.0
543200.0,105.0
307300.0,50.0
109500.0,23.0
502000.0,92.0
231700.0,83.0
529000.0,87.0
90000.0,14.0
94500.0,14.0
426000.0,55.0
637300.0,151.0
331300.0,58.0
259600.0,62.0
118500.0,24.0
265300.0,40.0
451900.0,131.0
331300.0,58.0
799000.0,129.0
43000.0,19.0
397100.0,53.0
447200.0,129.0
331300.0,58.0
843100.0,164.0
55500.0,11.0
268422.0,47.0
392800.0,99.0
331300.0,58.0
474100.0,115.0
127300.0,34.0
500.0,1.0
177900.0,59.0
331300.0,58.0
547800.0,126.0
123000.0,21.0
344200.0,74.0
418000.0,107.0
331300.0,58.0
553500.0,139.0
273000.0,55.0
450100.0,71.0
420400.0,122.0
331300.0,58.0
604100.0,114.0
348000.0,71.0
206400.0,25.0
376500.0,135.0
331300.0,58.0
655100.0,130.0
714500.0,151.0
395300.0,61.0
407900.0,116.0
567500.0,123.0
100.0,1.0
102500.0,15.0
550900.0,97.0
394900.0,125.0
199300.0,46.0
554800.0,112.0
71900.0,23.0
327500.0,81.0
352600.0,135.0
287600.0,93.0
11000.0,1.0
293000.0,118.0
28600.0,6.0
425300.0,141.0
548300.0,147.0
298800.0,52.0
60000.0,14.0
268422.0,47.0
476200.0,136.0
561600.0,111.0
131300.0,35.0
91700.0,20.0
268422.0,47.0
554700.0,143.0
873300.0,148.0
354000.0,53.0
449500.0,75.0
407800.0,67.0
577600.0,149.0
275930.0,59.0
740600.0,142.0
637200.0,124.0
216100.0,31.0
318600.0,77.0
374774.0,68.0
662400.0,136.0
699800.0,120.0
523600.0,75.0
569100.0,152.0
814800.0,158.0
365600.0,56.0
129100.0,39.0
856100.0,132.0
399900.0,104.0
706744.0,138.0
682000.0,97.0
736400.0,170.0
411700.0,69.0
602200.0,149.0
485000.0,96.0
319700.0,63.0
141400.0,35.0
356552.0,59.0
702400.0,167.0
275930.0,59.0
915700.0,160.0
231500.0,57.0
448300.0,55.0
402200.0,138.0
275930.0,59.0
745300.0,121.0
33600.0,6.0
141100.0,15.0
518300.0,99.0
679800.0,147.0
223300.0,57.0
546500.0,96.0
3000.0,1.0
327200.0,83.0
868800.0,154.0
800.0,1.0
358000.0,79.0
304500.0,69.0
337100.0,107.0
304900.0,67.0
104700.0,15.0
333000.0,105.0
356552.0,59.0
415114.0,115.0
706744.0,138.0
374774.0,68.0
275930.0,59.0
356552.0,59.0
415114.0,115.0
706744.0,138.0
374774.0,68.0
275930.0,59.0
356552.0,59.0
382600.0,112.0
812900.0,144.0
406600.0,94.0
209000.0,45.0
4000.0,1.0
487100.0,106.0
762400.0,169.0
689100.0,110.0
206500.0,31.0
356552.0,59.0
406500.0,105.0
730100.0,134.0
114400.0,22.0
426000.0,75.0
25500.0,10.0
200700.0,53.0
412500.0,94.0
136500.0,37.0
17000.0,4.0
276000.0,62.0
271900.0,87.0
1001300.0,152.0
471400.0,80.0
29500.0,11.0
138000.0,21.0
379300.0,133.0
556500.0,128.0
386800.0,77.0
475500.0,100.0
205300.0,37.0
259900.0,87.0
707300.0,129.0
515200.0,76.0
287200.0,69.0
841200.0,121.0
381600.0,108.0
812600.0,138.0
171100.0,41.0
223500.0,44.0
491500.0,83.0
455400.0,124.0
737100.0,147.0
334600.0,75.0
127500.0,22.0
427400.0,83.0
442800.0,115.0
463300.0,109.0
367400.0,69.0
137000.0,34.0
512900.0,81.0
339600.0,109.0
699600.0,130.0
331900.0,58.0
6000.0,3.0
439000.0,70.0
402900.0,129.0
275930.0,59.0
762800.0,129.0
375600.0,64.0
129900.0,32.0
272700.0,130.0
275930.0,59.0
468700.0,123.0
409500.0,58.0
539100.0,90.0
517200.0,136.0
798800.0,172.0
566100.0,85.0
305500.0,58.0
547400.0,100.0
406500.0,115.0
876700.0,171.0
390400.0,82.0
103000.0,35.0
645400.0,109.0
567100.0,139.0
641600.0,139.0
904200.0,153.0
316000.0,72.0
96100.0,14.0
324800.0,110.0
648900.0,149.0
515000.0,84.0
289000.0,65.0
282900.0,56.0
370000.0,88.0
971700.0,177.0
434700.0,85.0
244000.0,56.0
221600.0,52.0
368271.0,98.0
229604.0,49.0
92000.0,63.0
530800.0,129.0
172100.0,37.0
576000.0,161.0
229604.0,49.0
719000.0,141.0
423200.0,64.0
408900.0,54.0
926100.0,171.0
563292.0,108.0
760900.0,140.0
108500.0,33.0
281700.0,46.0
217500.0,79.0
716054.0,144.0
566900.0,120.0
694900.0,226.0
228600.0,40.0
630200.0,150.0
716054.0,144.0
591500.0,95.0
3800.0,3.0
127100.0,34.0
412000.0,115.0
642600.0,146.0
350200.0,69.0
77500.0,28.0
107900.0,24.0
502000.0,142.0
716054.0,144.0
229604.0,49.0
714300.0,146.0
281300.0,28.0
299600.0,71.0
679500.0,151.0
717200.0,105.0
436000.0,75.0
319408.0,55.0
145200.0,35.0
563292.0,108.0
1011100.0,195.0
118100.0,24.0
309100.0,43.0
198500.0,86.0
338500.0,82.0
833100.0,169.0
523000.0,134.0
319408.0,55.0
368271.0,98.0
716054.0,144.0
563292.0,108.0
229604.0,49.0
319408.0,55.0
368271.0,98.0
716054.0,144.0
563292.0,108.0
229604.0,49.0
309400.0,43.0
580200.0,137.0
901500.0,170.0
441100.0,107.0
175400.0,32.0
297400.0,48.0
326300.0,86.0
821000.0,170.0
409600.0,79.0
401500.0,76.0
298000.0,63.0
407400.0,132.0
948700.0,158.0
488500.0,98.0
23500.0,6.0
386900.0,79.0
157400.0,86.0
437500.0,124.0
581800.0,103.0
143000.0,34.0
292900.0,54.0
260200.0,93.0
1152300.0,194.0
775900.0,112.0
208500.0,30.0
565000.0,96.0
108400.0,54.0
229604.0,49.0
761100.0,150.0
718900.0,113.0
412500.0,64.0
408400.0,102.0
716054.0,144.0
630900.0,104.0
470500.0,67.0
619600.0,103.0
516900.0,119.0
769400.0,136.0
549800.0,95.0
267000.0,57.0
666000.0,83.0
352300.0,77.0
462400.0,94.0
239900.0,54.0
112000.0,10.0
124500.0,15.0
475500.0,130.0
821800.0,152.0
459800.0,72.0
38000.0,12.0
382800.0,63.0
342800.0,96.0
650300.0,156.0
677400.0,175.0
211000.0,63.0
498800.0,88.0
253800.0,76.0
1126300.0,176.0
730400.0,150.0
356000.0,74.0
505000.0,96.0
410000.0,107.0
848800.0,163.0
567500.0,104.0
173700.0,47.0
215100.0,40.0
607600.0,119.0
940800.0,198.0
623900.0,110.0
379200.0,54.0
308900.0,63.0
469300.0,129.0
716054.0,144.0
563292.0,108.0
287400.0,45.0
100700.0,28.0
163400.0,24.0
728500.0,163.0
820600.0,198.0
47000.0,5.0
319408.0,55.0
247100.0,72.0
229604.0,49.0
295900.0,78.0
374800.0,109.0
182800.0,40.0
316500.0,103.0
253300.0,69.0
278000.0,53.0
23900.0,9.0
319408.0,55.0
1000.0,1.0
1022100.0,196.0
549600.0,82.0
231100.0,43.0
343600.0,53.0
423600.0,131.0
105876.0,27.0
1031800.0,170.0
641400.0,127.0
217700.0,40.0
618400.0,150.0
143405.0,36.0
783000.0,154.0
68100.0,16.0
468000.0,78.0
567600.0,161.0
105876.0,27.0
590300.0,141.0
690800.0,70.0
177700.0,39.0
472600.0,150.0
827600.0,182.0
145200.0,17.0
409400.0,114.0
365900.0,67.0
420600.0,100.0
867800.0,187.0
422800.0,73.0
251700.0,56.0
524800.0,79.0
355900.0,96.0
105876.0,27.0
61500.0,14.0
550800.0,95.0
118033.0,22.0
477900.0,117.0
556800.0,130.0
279500.0,53.0
94500.0,12.0
118033.0,22.0
280500.0,69.0
909400.0,165.0
189000.0,35.0
361000.0,89.0
118033.0,22.0
489900.0,152.0
143405.0,36.0
503900.0,117.0
95500.0,25.0
118033.0,22.0
48600.0,36.0
443436.0,94.0
143405.0,36.0
439500.0,81.0
118033.0,22.0
8000.0,4.0
443436.0,94.0
105876.0,27.0
1500.0,2.0
118033.0,22.0
190968.0,60.0
443436.0,94.0
143405.0,36.0
105876.0,27.0
118033.0,22.0
270500.0,145.0
143405.0,36.0
105876.0,27.0
7000.0,1.0
118033.0,22.0
200.0,1.0
443436.0,94.0
105876.0,27.0
100.0,1.0
118033.0,22.0
150900.0,76.0
443436.0,94.0
143405.0,36.0
105876.0,27.0
118033.0,22.0
18600.0,10.0
443436.0,94.0
143405.0,36.0
105876.0,27.0
1300.0,3.0
9000.0,4.0
443436.0,94.0
105876.0,27.0
2000.0,1.0
4500.0,6.0
10000.0,5.0
443436.0,94.0
105876.0,27.0
3800.0,7.0
100.0,1.0
41500.0,17.0
443436.0,94.0
16100.0,13.0
5000.0,3.0
118033.0,22.0
22500.0,15.0
443436.0,94.0
13700.0,17.0
4800.0,5.0
1800.0,4.0
190968.0,60.0
443436.0,94.0
105876.0,27.0
9600.0,14.0
1700.0,4.0
2100.0,2.0
143405.0,36.0
30000.0,19.0
1000.0,1.0
1000.0,3.0
6600.0,5.0
443436.0,94.0
11600.0,16.0
1500.0,2.0
200.0,1.0
13900.0,8.0
443436.0,94.0
14500.0,24.0
7500.0,13.0
8400.0,8.0
29600.0,19.0
443436.0,94.0
23000.0,30.0
25100.0,19.0
2100.0,4.0
190968.0,60.0
443436.0,94.0
34500.0,43.0
4000.0,5.0
2500.0,5.0
190968.0,60.0
443436.0,94.0
105876.0,27.0
30400.0,49.0
3100.0,3.0
3500.0,4.0
100.0,1.0
23600.0,38.0
12400.0,9.0
200.0,1.0
190968.0,60.0
30700.0,20.0
19600.0,23.0
2400.0,3.0
118033.0,22.0
31700.0,22.0
8200.0,9.0
31400.0,35.0
16500.0,13.0
743700.0,134.0
456700.0,124.0
199138.0,44.0
811100.0,165.0
745600.0,117.0
18300.0,7.0
571500.0,151.0
283879.0,59.0
785800.0,156.0
180200.0,48.0
566600.0,111.0
545500.0,165.0
780100.0,161.0
702100.0,145.0
122500.0,46.0
332100.0,51.0
632300.0,163.0
773100.0,151.0
350500.0,60.0
179700.0,47.0
322400.0,68.0
319200.0,113.0
600500.0,151.0
189400.0,32.0
1900.0,5.0
152300.0,29.0
437500.0,121.0
760188.0,149.0
199138.0,44.0
502100.0,131.0
306486.0,58.0
609600.0,127.0
585100.0,120.0
274200.0,36.0
265500.0,39.0
306486.0,58.0
439300.0,98.0
757100.0,119.0
365900.0,51.0
366000.0,88.0
306486.0,58.0
571700.0,137.0
988700.0,172.0
26700.0,10.0
424300.0,55.0
10000.0,4.0
461240.0,122.0
760188.0,149.0
698500.0,149.0
53000.0,20.0
306486.0,58.0
29100.0,18.0
760188.0,149.0
199138.0,44.0
500.0,1.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
199138.0,44.0
306486.0,58.0
461240.0,122.0
760188.0,149.0
283879.0,59.0
